Protein,Log2Intensity,Run,Condition,BioReplicate,Intensity
sp|P40527|ATC7_YEAST,23.68592431,JD_06232014_sample2_C.raw,Condition2,2,13495024.97
sp|P40527|ATC7_YEAST,23.78953338,JD_06232014_sample3_A.raw,Condition3,3,14499837.34
sp|P40527|ATC7_YEAST,23.80285085,JD_06232014_sample3_B.raw,Condition3,3,14634304.53
sp|P40527|ATC7_YEAST,23.7175858,JD_06232014_sample3_C.raw,Condition3,3,13794461.47
sp|P40527|ATC7_YEAST,23.76852287,JD_06232014_sample4_B.raw,Condition4,4,14290200.97
sp|P40527|ATC7_YEAST,24.15637229,JD_06232014_sample4_C.raw,Condition4,4,18697891.95
sp|P40527|ATC7_YEAST,23.69831241,JD_06232014_sample4-A.raw,Condition4,4,13611402.67
sp|P40528|SYG1_YEAST,22.81226876,JD_06232014_sample1_B.raw,Condition1,1,7365074.868
sp|P40528|SYG1_YEAST,22.8509499,JD_06232014_sample1_C.raw,Condition1,1,7565216.295
sp|P40528|SYG1_YEAST,22.77029098,JD_06232014_sample1-A.raw,Condition1,1,7153862.605
sp|P40528|SYG1_YEAST,22.72709346,JD_06232014_sample2_A.raw,Condition2,2,6942835.025
sp|P40528|SYG1_YEAST,23.25584135,JD_06232014_sample2_B.raw,Condition2,2,10016265.34
sp|P40528|SYG1_YEAST,22.68094046,JD_06232014_sample2_C.raw,Condition2,2,6724243.136
sp|P40528|SYG1_YEAST,23.15138733,JD_06232014_sample3_A.raw,Condition3,3,9316698.203
sp|P40528|SYG1_YEAST,23.05116162,JD_06232014_sample3_B.raw,Condition3,3,8691426.913
sp|P40528|SYG1_YEAST,22.25514212,JD_06232014_sample3_C.raw,Condition3,3,5005705.969
sp|P40528|SYG1_YEAST,22.58815444,JD_06232014_sample4_B.raw,Condition4,4,6305391.154
sp|P40528|SYG1_YEAST,23.0738111,JD_06232014_sample4_C.raw,Condition4,4,8828954.026
sp|P40528|SYG1_YEAST,23.07254793,JD_06232014_sample4-A.raw,Condition4,4,8821227.106
sp|P40529|AGE2_YEAST,25.29917753,JD_06232014_sample1_B.raw,Condition1,1,41286807.48
sp|P40529|AGE2_YEAST,25.38286992,JD_06232014_sample1_C.raw,Condition1,1,43752736.6
sp|P40529|AGE2_YEAST,25.17904955,JD_06232014_sample1-A.raw,Condition1,1,37988240.33
sp|P40529|AGE2_YEAST,25.16250202,JD_06232014_sample2_A.raw,Condition2,2,37555009.31
sp|P40529|AGE2_YEAST,25.33729073,JD_06232014_sample2_B.raw,Condition2,2,42392059.75
sp|P40529|AGE2_YEAST,25.117337,JD_06232014_sample2_C.raw,Condition2,2,36397524.6
sp|P40529|AGE2_YEAST,24.97757723,JD_06232014_sample3_A.raw,Condition3,3,33036951.46
sp|P40529|AGE2_YEAST,25.14240245,JD_06232014_sample3_B.raw,Condition3,3,37035422.25
sp|P40529|AGE2_YEAST,25.29708097,JD_06232014_sample3_C.raw,Condition3,3,41226852.05
sp|P40529|AGE2_YEAST,25.22294345,JD_06232014_sample4_B.raw,Condition4,4,39161792.09
sp|P40529|AGE2_YEAST,25.12017765,JD_06232014_sample4_C.raw,Condition4,4,36469261.51
sp|P40529|AGE2_YEAST,24.80347227,JD_06232014_sample4-A.raw,Condition4,4,29281218.81
sp|P40531|GVP36_YEAST,27.55440937,JD_06232014_sample1_B.raw,Condition1,1,197107764.8
sp|P40531|GVP36_YEAST,27.5294441,JD_06232014_sample1_C.raw,Condition1,1,193726234.9
sp|P40531|GVP36_YEAST,27.51250231,JD_06232014_sample1-A.raw,Condition1,1,191464583.4
sp|P40531|GVP36_YEAST,27.66229402,JD_06232014_sample2_A.raw,Condition2,2,212412587.3
sp|P40531|GVP36_YEAST,27.48956486,JD_06232014_sample2_B.raw,Condition2,2,188444553.8
sp|P40531|GVP36_YEAST,27.45019283,JD_06232014_sample2_C.raw,Condition2,2,183371327.3
sp|P40531|GVP36_YEAST,27.50410888,JD_06232014_sample3_A.raw,Condition3,3,190353899
sp|P40531|GVP36_YEAST,27.48512682,JD_06232014_sample3_B.raw,Condition3,3,187865748.6
sp|P40531|GVP36_YEAST,27.43432951,JD_06232014_sample3_C.raw,Condition3,3,181366091.3
sp|P40531|GVP36_YEAST,27.48513782,JD_06232014_sample4_B.raw,Condition4,4,187867181
sp|P40531|GVP36_YEAST,27.47001121,JD_06232014_sample4_C.raw,Condition4,4,185907690.4
sp|P40531|GVP36_YEAST,27.49187779,JD_06232014_sample4-A.raw,Condition4,4,188746910.6
sp|P40533|TED1_YEAST,24.28689153,JD_06232014_sample1_B.raw,Condition1,1,20468350.82
sp|P40533|TED1_YEAST,24.08217457,JD_06232014_sample1_C.raw,Condition1,1,17760570.27
sp|P40533|TED1_YEAST,24.09079736,JD_06232014_sample1-A.raw,Condition1,1,17867040.62
sp|P40533|TED1_YEAST,23.75965966,JD_06232014_sample2_A.raw,Condition2,2,14202678.11
sp|P40533|TED1_YEAST,24.29681052,JD_06232014_sample2_B.raw,Condition2,2,20609562.16
sp|P40533|TED1_YEAST,24.20401098,JD_06232014_sample2_C.raw,Condition2,2,19325614.87
sp|P40533|TED1_YEAST,23.60307655,JD_06232014_sample3_A.raw,Condition3,3,12741895.28
sp|P40533|TED1_YEAST,24.07539032,JD_06232014_sample3_B.raw,Condition3,3,17677247.54
sp|P40533|TED1_YEAST,24.0807218,JD_06232014_sample3_C.raw,Condition3,3,17742694.67
sp|P40533|TED1_YEAST,24.01128341,JD_06232014_sample4_B.raw,Condition4,4,16908946.14
sp|P40533|TED1_YEAST,24.10667204,JD_06232014_sample4_C.raw,Condition4,4,18064726.04
sp|P40533|TED1_YEAST,23.41137841,JD_06232014_sample4-A.raw,Condition4,4,11156478.72
sp|P40535|ACA2_YEAST,24.12303414,JD_06232014_sample1_B.raw,Condition1,1,18270770.5
sp|P40535|ACA2_YEAST,24.10951192,JD_06232014_sample1_C.raw,Condition1,1,18100320.66
sp|P40535|ACA2_YEAST,23.85799682,JD_06232014_sample1-A.raw,Condition1,1,15204518.78
sp|P40535|ACA2_YEAST,24.07959874,JD_06232014_sample2_A.raw,Condition2,2,17728888.32
sp|P40535|ACA2_YEAST,23.93785621,JD_06232014_sample2_B.raw,Condition2,2,16069884.34
sp|P40535|ACA2_YEAST,23.61217408,JD_06232014_sample2_C.raw,Condition2,2,12822498.62
sp|P40535|ACA2_YEAST,23.99510655,JD_06232014_sample3_A.raw,Condition3,3,16720406.08
sp|P40535|ACA2_YEAST,23.80785255,JD_06232014_sample3_B.raw,Condition3,3,14685128.46
sp|P40535|ACA2_YEAST,23.79832104,JD_06232014_sample3_C.raw,Condition3,3,14588427.44
sp|P40535|ACA2_YEAST,24.02539663,JD_06232014_sample4_B.raw,Condition4,4,17075170.28
sp|P40535|ACA2_YEAST,24.02198815,JD_06232014_sample4_C.raw,Condition4,4,17034876.47
sp|P40535|ACA2_YEAST,23.94775822,JD_06232014_sample4-A.raw,Condition4,4,16180560.18
sp|P40540|EMC5_YEAST,26.33623246,JD_06232014_sample1_B.raw,Condition1,1,84721950.02
sp|P40540|EMC5_YEAST,26.62145527,JD_06232014_sample1_C.raw,Condition1,1,103242036.9
sp|P40540|EMC5_YEAST,26.31502445,JD_06232014_sample1-A.raw,Condition1,1,83485623.71
sp|P40540|EMC5_YEAST,26.6212143,JD_06232014_sample2_A.raw,Condition2,2,103224794.1
sp|P40540|EMC5_YEAST,26.32685355,JD_06232014_sample2_B.raw,Condition2,2,84172962
sp|P40540|EMC5_YEAST,26.56563371,JD_06232014_sample2_C.raw,Condition2,2,99323633.91
sp|P40540|EMC5_YEAST,26.32616037,JD_06232014_sample3_A.raw,Condition3,3,84132528.64
sp|P40540|EMC5_YEAST,26.42409253,JD_06232014_sample3_B.raw,Condition3,3,90041860.43
sp|P40540|EMC5_YEAST,26.47857688,JD_06232014_sample3_C.raw,Condition3,3,93507378.88
sp|P40540|EMC5_YEAST,26.21113005,JD_06232014_sample4_B.raw,Condition4,4,77684856.05
sp|P40540|EMC5_YEAST,26.37162244,JD_06232014_sample4_C.raw,Condition4,4,86825919
sp|P40540|EMC5_YEAST,26.55430132,JD_06232014_sample4-A.raw,Condition4,4,98546501.55
sp|P40541|SCC3_YEAST,23.79044319,JD_06232014_sample1_B.raw,Condition1,1,14508984.29
sp|P40541|SCC3_YEAST,23.74432319,JD_06232014_sample1_C.raw,Condition1,1,14052497.18
sp|P40541|SCC3_YEAST,23.81952347,JD_06232014_sample1-A.raw,Condition1,1,14804408.05
sp|P40541|SCC3_YEAST,23.69626318,JD_06232014_sample2_A.raw,Condition2,2,13592082.51
sp|P40541|SCC3_YEAST,23.72488386,JD_06232014_sample2_B.raw,Condition2,2,13864419.34
sp|P40541|SCC3_YEAST,23.74557644,JD_06232014_sample2_C.raw,Condition2,2,14064709.7
sp|P40541|SCC3_YEAST,23.96612082,JD_06232014_sample3_A.raw,Condition3,3,16387822.32
sp|P40541|SCC3_YEAST,23.95021713,JD_06232014_sample3_B.raw,Condition3,3,16208161.63
sp|P40541|SCC3_YEAST,23.73658174,JD_06232014_sample3_C.raw,Condition3,3,13977293.94
sp|P40541|SCC3_YEAST,23.84855922,JD_06232014_sample4_B.raw,Condition4,4,15105380.82
sp|P40541|SCC3_YEAST,23.69149504,JD_06232014_sample4_C.raw,Condition4,4,13547234.52
sp|P40541|SCC3_YEAST,23.67292238,JD_06232014_sample4-A.raw,Condition4,4,13373950.81
sp|P40545|HIS4_YEAST,24.23328975,JD_06232014_sample1_B.raw,Condition1,1,19721825.34
sp|P40545|HIS4_YEAST,24.14685525,JD_06232014_sample1_C.raw,Condition1,1,18574953.33
sp|P40545|HIS4_YEAST,24.0093325,JD_06232014_sample1-A.raw,Condition1,1,16886096.17
sp|P40545|HIS4_YEAST,23.89414219,JD_06232014_sample2_A.raw,Condition2,2,15590265.81
sp|P40545|HIS4_YEAST,24.29469395,JD_06232014_sample2_B.raw,Condition2,2,20579348.15
sp|P40545|HIS4_YEAST,23.71783671,JD_06232014_sample2_C.raw,Condition2,2,13796860.78
sp|P40545|HIS4_YEAST,23.31733629,JD_06232014_sample3_A.raw,Condition3,3,10452439.01
sp|P40545|HIS4_YEAST,23.9585623,JD_06232014_sample3_B.raw,Condition3,3,16302188.3
sp|P40545|HIS4_YEAST,23.93728015,JD_06232014_sample3_C.raw,Condition3,3,16063469.01
sp|P40545|HIS4_YEAST,24.03368973,JD_06232014_sample4_B.raw,Condition4,4,17173606.8
sp|P40545|HIS4_YEAST,23.85657971,JD_06232014_sample4_C.raw,Condition4,4,15189591.23
sp|P40545|HIS4_YEAST,23.97442816,JD_06232014_sample4-A.raw,Condition4,4,16482459.04
sp|P40548|SNL1_YEAST,23.58252064,JD_06232014_sample1_B.raw,Condition1,1,12561632.57
sp|P40548|SNL1_YEAST,25.19978084,JD_06232014_sample1_C.raw,Condition1,1,38538066.07
sp|P40548|SNL1_YEAST,24.96874175,JD_06232014_sample1-A.raw,Condition1,1,32835241.95
sp|P40548|SNL1_YEAST,25.34751373,JD_06232014_sample2_A.raw,Condition2,2,42693518.54
sp|P40548|SNL1_YEAST,25.15668145,JD_06232014_sample2_B.raw,Condition2,2,37403798.42
sp|P40548|SNL1_YEAST,25.01426916,JD_06232014_sample2_C.raw,Condition2,2,33887953.05
sp|P40548|SNL1_YEAST,25.07432957,JD_06232014_sample3_A.raw,Condition3,3,35328510.04
sp|P40548|SNL1_YEAST,24.82080573,JD_06232014_sample3_B.raw,Condition3,3,29635143.96
sp|P40548|SNL1_YEAST,25.11836793,JD_06232014_sample3_C.raw,Condition3,3,36423543.06
sp|P40548|SNL1_YEAST,25.47776076,JD_06232014_sample4_B.raw,Condition4,4,46727248.76
sp|P40548|SNL1_YEAST,25.06630194,JD_06232014_sample4_C.raw,Condition4,4,35132476.49
sp|P40548|SNL1_YEAST,25.35498746,JD_06232014_sample4-A.raw,Condition4,4,42915261.69
sp|P40549|MNT3_YEAST,23.75206493,JD_06232014_sample1_B.raw,Condition1,1,14128107.89
sp|P40549|MNT3_YEAST,22.74126356,JD_06232014_sample1_C.raw,Condition1,1,7011363.297
sp|P40549|MNT3_YEAST,25.43379509,JD_06232014_sample1-A.raw,Condition1,1,45324730
sp|P40549|MNT3_YEAST,24.993903,JD_06232014_sample2_A.raw,Condition2,2,33412926.22
sp|P40549|MNT3_YEAST,24.20238815,JD_06232014_sample2_B.raw,Condition2,2,19303888.48
sp|P40549|MNT3_YEAST,24.70352571,JD_06232014_sample2_C.raw,Condition2,2,27321355.19
sp|P40549|MNT3_YEAST,25.07585134,JD_06232014_sample3_A.raw,Condition3,3,35365794.59
sp|P40549|MNT3_YEAST,22.53838205,JD_06232014_sample3_B.raw,Condition3,3,6091567.358
sp|P40549|MNT3_YEAST,24.51943433,JD_06232014_sample3_C.raw,Condition3,3,24048345.9
sp|P40549|MNT3_YEAST,25.31223088,JD_06232014_sample4_B.raw,Condition4,4,41662061.15
sp|P40549|MNT3_YEAST,25.00134098,JD_06232014_sample4_C.raw,Condition4,4,33585635.23
sp|P40549|MNT3_YEAST,22.40473777,JD_06232014_sample4-A.raw,Condition4,4,5552622.055
sp|P40553|DOT5_YEAST,23.72060573,JD_06232014_sample1_B.raw,Condition1,1,13823367.05
sp|P40553|DOT5_YEAST,23.61733554,JD_06232014_sample1_C.raw,Condition1,1,12868455.21
sp|P40553|DOT5_YEAST,23.83834965,JD_06232014_sample1-A.raw,Condition1,1,14998861.39
sp|P40553|DOT5_YEAST,23.88783969,JD_06232014_sample2_A.raw,Condition2,2,15522307.34
sp|P40553|DOT5_YEAST,23.78139855,JD_06232014_sample2_B.raw,Condition2,2,14418308.13
sp|P40553|DOT5_YEAST,23.89356846,JD_06232014_sample2_C.raw,Condition2,2,15584067.12
sp|P40553|DOT5_YEAST,23.25179965,JD_06232014_sample3_A.raw,Condition3,3,9988244.109
sp|P40553|DOT5_YEAST,23.79844435,JD_06232014_sample3_B.raw,Condition3,3,14589674.39
sp|P40553|DOT5_YEAST,23.71050061,JD_06232014_sample3_C.raw,Condition3,3,13726881.86
sp|P40553|DOT5_YEAST,23.74809471,JD_06232014_sample4_B.raw,Condition4,4,14089281.54
sp|P40553|DOT5_YEAST,23.83711053,JD_06232014_sample4_C.raw,Condition4,4,14985984.51
sp|P40553|DOT5_YEAST,23.16427722,JD_06232014_sample4-A.raw,Condition4,4,9400312.062
sp|P40555|PSMD9_YEAST,24.78512189,JD_06232014_sample1_B.raw,Condition1,1,28911134.56
sp|P40555|PSMD9_YEAST,25.08269346,JD_06232014_sample1_C.raw,Condition1,1,35533918.63
sp|P40555|PSMD9_YEAST,24.95840227,JD_06232014_sample1-A.raw,Condition1,1,32600760.19
sp|P40555|PSMD9_YEAST,25.21906203,JD_06232014_sample2_A.raw,Condition2,2,39056572.99
sp|P40555|PSMD9_YEAST,24.7071827,JD_06232014_sample2_B.raw,Condition2,2,27390698.09
sp|P40555|PSMD9_YEAST,25.12224174,JD_06232014_sample2_C.raw,Condition2,2,36521476.09
sp|P40555|PSMD9_YEAST,25.26439833,JD_06232014_sample3_A.raw,Condition3,3,40303403.24
sp|P40555|PSMD9_YEAST,25.11679684,JD_06232014_sample3_B.raw,Condition3,3,36383899.54
sp|P40555|PSMD9_YEAST,24.84370934,JD_06232014_sample3_C.raw,Condition3,3,30109373.21
sp|P40555|PSMD9_YEAST,24.75829167,JD_06232014_sample4_B.raw,Condition4,4,28378434.51
sp|P40555|PSMD9_YEAST,25.03505083,JD_06232014_sample4_C.raw,Condition4,4,34379633.51
sp|P40555|PSMD9_YEAST,25.09224669,JD_06232014_sample4-A.raw,Condition4,4,35769997.71
sp|P40557|EPS1_YEAST,24.74801108,JD_06232014_sample1_B.raw,Condition1,1,28176929.68
sp|P40557|EPS1_YEAST,24.67366552,JD_06232014_sample1_C.raw,Condition1,1,26761683.15
sp|P40557|EPS1_YEAST,24.75090439,JD_06232014_sample1-A.raw,Condition1,1,28233494.92
sp|P40557|EPS1_YEAST,24.82725647,JD_06232014_sample2_A.raw,Condition2,2,29767948.63
sp|P40557|EPS1_YEAST,24.72763261,JD_06232014_sample2_B.raw,Condition2,2,27781720.48
sp|P40557|EPS1_YEAST,24.72848414,JD_06232014_sample2_C.raw,Condition2,2,27798123.08
sp|P40557|EPS1_YEAST,24.78272327,JD_06232014_sample3_A.raw,Condition3,3,28863106.94
sp|P40557|EPS1_YEAST,24.7692757,JD_06232014_sample3_B.raw,Condition3,3,28595319.71
sp|P40557|EPS1_YEAST,24.60102418,JD_06232014_sample3_C.raw,Condition3,3,25447563.24
sp|P40557|EPS1_YEAST,24.7157588,JD_06232014_sample4_B.raw,Condition4,4,27554007
sp|P40557|EPS1_YEAST,24.58781497,JD_06232014_sample4_C.raw,Condition4,4,25215630.61
sp|P40557|EPS1_YEAST,24.86181458,JD_06232014_sample4-A.raw,Condition4,4,30489614.63
sp|P40558|CFD1_YEAST,22.45950665,JD_06232014_sample1_B.raw,Condition1,1,5767467.945
sp|P40558|CFD1_YEAST,22.62593019,JD_06232014_sample1_C.raw,Condition1,1,6472673
sp|P40558|CFD1_YEAST,22.39577685,JD_06232014_sample1-A.raw,Condition1,1,5518240.294
sp|P40558|CFD1_YEAST,22.19918423,JD_06232014_sample2_A.raw,Condition2,2,4815266.549
sp|P40558|CFD1_YEAST,22.4593443,JD_06232014_sample2_B.raw,Condition2,2,5766818.955
sp|P40558|CFD1_YEAST,22.44532791,JD_06232014_sample2_C.raw,Condition2,2,5711063.164
sp|P40558|CFD1_YEAST,22.4593787,JD_06232014_sample3_A.raw,Condition3,3,5766956.462
sp|P40558|CFD1_YEAST,22.81650913,JD_06232014_sample3_B.raw,Condition3,3,7386754.144
sp|P40558|CFD1_YEAST,22.66266397,JD_06232014_sample3_C.raw,Condition3,3,6639595.725
sp|P40558|CFD1_YEAST,22.50003914,JD_06232014_sample4_B.raw,Condition4,4,5931802.528
sp|P40558|CFD1_YEAST,22.50077945,JD_06232014_sample4_C.raw,Condition4,4,5934847.177
sp|P40558|CFD1_YEAST,22.19087705,JD_06232014_sample4-A.raw,Condition4,4,4787619.444
sp|P40561|SGN1_YEAST,24.86371478,JD_06232014_sample1_B.raw,Condition1,1,30529799.52
sp|P40561|SGN1_YEAST,24.74077813,JD_06232014_sample1_C.raw,Condition1,1,28036018.2
sp|P40561|SGN1_YEAST,24.74889692,JD_06232014_sample1-A.raw,Condition1,1,28194236.12
sp|P40561|SGN1_YEAST,24.65277587,JD_06232014_sample2_A.raw,Condition2,2,26376976.55
sp|P40561|SGN1_YEAST,24.73292926,JD_06232014_sample2_B.raw,Condition2,2,27883904.58
sp|P40561|SGN1_YEAST,24.73342804,JD_06232014_sample2_C.raw,Condition2,2,27893546.49
sp|P40561|SGN1_YEAST,24.31128152,JD_06232014_sample3_A.raw,Condition3,3,20817327.3
sp|P40561|SGN1_YEAST,24.73238759,JD_06232014_sample3_B.raw,Condition3,3,27873437.34
sp|P40561|SGN1_YEAST,24.69113942,JD_06232014_sample3_C.raw,Condition3,3,27087791.16
sp|P40561|SGN1_YEAST,24.6534631,JD_06232014_sample4_B.raw,Condition4,4,26389544.26
sp|P40561|SGN1_YEAST,24.90253493,JD_06232014_sample4_C.raw,Condition4,4,31362450
sp|P40561|SGN1_YEAST,24.46818197,JD_06232014_sample4-A.raw,Condition4,4,23209015.17
sp|P40563|AIM21_YEAST,24.04784482,JD_06232014_sample1_B.raw,Condition1,1,17342936.02
sp|P40563|AIM21_YEAST,24.18206688,JD_06232014_sample1_C.raw,Condition1,1,19033887.06
sp|P40563|AIM21_YEAST,23.72928413,JD_06232014_sample1-A.raw,Condition1,1,13906770.86
sp|P40563|AIM21_YEAST,23.8873933,JD_06232014_sample2_A.raw,Condition2,2,15517505.27
sp|P40563|AIM21_YEAST,23.88949556,JD_06232014_sample2_B.raw,Condition2,2,15540133.48
sp|P40563|AIM21_YEAST,23.9560263,JD_06232014_sample2_C.raw,Condition2,2,16273557.14
sp|P40563|AIM21_YEAST,23.79366654,JD_06232014_sample3_A.raw,Condition3,3,14541437.31
sp|P40563|AIM21_YEAST,23.84105018,JD_06232014_sample3_B.raw,Condition3,3,15026963.53
sp|P40563|AIM21_YEAST,24.02505435,JD_06232014_sample3_C.raw,Condition3,3,17071119.67
sp|P40563|AIM21_YEAST,23.68331233,JD_06232014_sample4_B.raw,Condition4,4,13470614.51
sp|P40563|AIM21_YEAST,23.95295976,JD_06232014_sample4_C.raw,Condition4,4,16239003.4
sp|P40563|AIM21_YEAST,23.91815264,JD_06232014_sample4-A.raw,Condition4,4,15851902.25
sp|P40564|DJP1_YEAST,24.0805417,JD_06232014_sample1_B.raw,Condition1,1,17740479.89
sp|P40564|DJP1_YEAST,23.78420256,JD_06232014_sample1_C.raw,Condition1,1,14446358.68
sp|P40564|DJP1_YEAST,24.18670543,JD_06232014_sample1-A.raw,Condition1,1,19095183.26
sp|P40564|DJP1_YEAST,24.62522892,JD_06232014_sample2_A.raw,Condition2,2,25878110.03
sp|P40564|DJP1_YEAST,23.81238787,JD_06232014_sample2_B.raw,Condition2,2,14731365.92
sp|P40564|DJP1_YEAST,23.72170078,JD_06232014_sample2_C.raw,Condition2,2,13833863.4
sp|P40564|DJP1_YEAST,24.67832624,JD_06232014_sample3_A.raw,Condition3,3,26848278.31
sp|P40564|DJP1_YEAST,23.79607917,JD_06232014_sample3_B.raw,Condition3,3,14565775.41
sp|P40564|DJP1_YEAST,23.67018002,JD_06232014_sample3_C.raw,Condition3,3,13348552.96
sp|P40564|DJP1_YEAST,24.12268312,JD_06232014_sample4_B.raw,Condition4,4,18266325.61
sp|P40564|DJP1_YEAST,23.68980581,JD_06232014_sample4_C.raw,Condition4,4,13531381.55
sp|P40564|DJP1_YEAST,24.00722229,JD_06232014_sample4-A.raw,Condition4,4,16861415.17
sp|P40566|YIS7_YEAST,22.88659602,JD_06232014_sample1_B.raw,Condition1,1,7754466.081
sp|P40566|YIS7_YEAST,22.69207847,JD_06232014_sample1_C.raw,Condition1,1,6776357.086
sp|P40566|YIS7_YEAST,22.92216809,JD_06232014_sample1-A.raw,Condition1,1,7948042.134
sp|P40566|YIS7_YEAST,22.9623619,JD_06232014_sample2_A.raw,Condition2,2,8172589.836
sp|P40566|YIS7_YEAST,22.86282748,JD_06232014_sample2_B.raw,Condition2,2,7627757.141
sp|P40566|YIS7_YEAST,22.72233839,JD_06232014_sample2_C.raw,Condition2,2,6919989.365
sp|P40566|YIS7_YEAST,23.10836268,JD_06232014_sample3_A.raw,Condition3,3,9042953.91
sp|P40566|YIS7_YEAST,23.11393898,JD_06232014_sample3_B.raw,Condition3,3,9077974.342
sp|P40566|YIS7_YEAST,22.73095861,JD_06232014_sample3_C.raw,Condition3,3,6961460.637
sp|P40566|YIS7_YEAST,22.83301738,JD_06232014_sample4_B.raw,Condition4,4,7471763.603
sp|P40566|YIS7_YEAST,22.76033722,JD_06232014_sample4_C.raw,Condition4,4,7104674.976
sp|P40566|YIS7_YEAST,22.97907489,JD_06232014_sample4-A.raw,Condition4,4,8267816.222
sp|P40578|MGA2_YEAST,20.72169219,JD_06232014_sample1_B.raw,Condition1,1,1729222.629
sp|P40578|MGA2_YEAST,20.71210311,JD_06232014_sample1_C.raw,Condition1,1,1717767.214
sp|P40578|MGA2_YEAST,20.90882878,JD_06232014_sample1-A.raw,Condition1,1,1968723.099
sp|P40578|MGA2_YEAST,19.54891055,JD_06232014_sample2_A.raw,Condition2,2,767023.1257
sp|P40578|MGA2_YEAST,20.6842438,JD_06232014_sample2_B.raw,Condition2,2,1684914.32
sp|P40578|MGA2_YEAST,19.84010442,JD_06232014_sample2_C.raw,Condition2,2,938569.7385
sp|P40578|MGA2_YEAST,20.32272669,JD_06232014_sample3_A.raw,Condition3,3,1311445.742
sp|P40578|MGA2_YEAST,20.99118097,JD_06232014_sample3_B.raw,Condition3,3,2084371.452
sp|P40578|MGA2_YEAST,20.37493148,JD_06232014_sample3_C.raw,Condition3,3,1359770.25
sp|P40578|MGA2_YEAST,20.27481573,JD_06232014_sample4_B.raw,Condition4,4,1268608.717
sp|P40578|MGA2_YEAST,20.51424816,JD_06232014_sample4_C.raw,Condition4,4,1497628.288
sp|P40578|MGA2_YEAST,20.38190723,JD_06232014_sample4-A.raw,Condition4,4,1366360.961
sp|P40579|YIV5_YEAST,24.33465712,JD_06232014_sample1_B.raw,Condition1,1,21157372.25
sp|P40579|YIV5_YEAST,24.5370617,JD_06232014_sample1_C.raw,Condition1,1,24343979.7
sp|P40579|YIV5_YEAST,24.41244378,JD_06232014_sample1-A.raw,Condition1,1,22329440.7
sp|P40579|YIV5_YEAST,23.55491992,JD_06232014_sample2_A.raw,Condition2,2,12323595.68
sp|P40579|YIV5_YEAST,24.28585918,JD_06232014_sample2_B.raw,Condition2,2,20453709.51
sp|P40579|YIV5_YEAST,24.31153416,JD_06232014_sample2_C.raw,Condition2,2,20820973.09
sp|P40579|YIV5_YEAST,24.57074474,JD_06232014_sample3_A.raw,Condition3,3,24919032.85
sp|P40579|YIV5_YEAST,24.41153468,JD_06232014_sample3_B.raw,Condition3,3,22315374.46
sp|P40579|YIV5_YEAST,24.3419153,JD_06232014_sample3_C.raw,Condition3,3,21264082.92
sp|P40579|YIV5_YEAST,24.23938116,JD_06232014_sample4_B.raw,Condition4,4,19805271.74
sp|P40579|YIV5_YEAST,24.1978348,JD_06232014_sample4_C.raw,Condition4,4,19243058.71
sp|P40579|YIV5_YEAST,23.83149986,JD_06232014_sample4-A.raw,Condition4,4,14927816.9
sp|P40580|BZRD_YEAST,25.7906949,JD_06232014_sample1_B.raw,Condition1,1,58046063.68
sp|P40580|BZRD_YEAST,25.6780038,JD_06232014_sample1_C.raw,Condition1,1,53684556.86
sp|P40580|BZRD_YEAST,25.71769674,JD_06232014_sample1-A.raw,Condition1,1,55182089.1
sp|P40580|BZRD_YEAST,25.78200608,JD_06232014_sample2_A.raw,Condition2,2,57697524.26
sp|P40580|BZRD_YEAST,25.83334961,JD_06232014_sample2_B.raw,Condition2,2,59787875.44
sp|P40580|BZRD_YEAST,25.65297335,JD_06232014_sample2_C.raw,Condition2,2,52761174.7
sp|P40580|BZRD_YEAST,25.56503792,JD_06232014_sample3_A.raw,Condition3,3,49641312.34
sp|P40580|BZRD_YEAST,25.63354958,JD_06232014_sample3_B.raw,Condition3,3,52055583.5
sp|P40580|BZRD_YEAST,25.59108105,JD_06232014_sample3_C.raw,Condition3,3,50545560.58
sp|P40580|BZRD_YEAST,25.69288011,JD_06232014_sample4_B.raw,Condition4,4,54240987.56
sp|P40580|BZRD_YEAST,25.52838012,JD_06232014_sample4_C.raw,Condition4,4,48395853.88
sp|P40580|BZRD_YEAST,25.84553188,JD_06232014_sample4-A.raw,Condition4,4,60294868.15
sp|P40581|GPX3_YEAST,27.53576535,JD_06232014_sample1_B.raw,Condition1,1,194576919.7
sp|P40581|GPX3_YEAST,27.4438695,JD_06232014_sample1_C.raw,Condition1,1,182569369.9
sp|P40581|GPX3_YEAST,27.34663456,JD_06232014_sample1-A.raw,Condition1,1,170670037.2
sp|P40581|GPX3_YEAST,27.43059208,JD_06232014_sample2_A.raw,Condition2,2,180896854.4
sp|P40581|GPX3_YEAST,27.44572839,JD_06232014_sample2_B.raw,Condition2,2,182804759.3
sp|P40581|GPX3_YEAST,27.37468744,JD_06232014_sample2_C.raw,Condition2,2,174021152.8
sp|P40581|GPX3_YEAST,27.53653019,JD_06232014_sample3_A.raw,Condition3,3,194680101.4
sp|P40581|GPX3_YEAST,27.30686724,JD_06232014_sample3_B.raw,Condition3,3,166029831.4
sp|P40581|GPX3_YEAST,27.355782,JD_06232014_sample3_C.raw,Condition3,3,171755612.2
sp|P40581|GPX3_YEAST,27.3471652,JD_06232014_sample4_B.raw,Condition4,4,170732823.1
