"","genes","pathway","pv","bh"
"866","WM21452978","PathWay_25",0.789870798792252,0.987380721307236
"867","WN91139751","PathWay_15",0.552385385089337,0.973731147379828
"868","WO91439382","PathWay_8",0.269192208301585,0.957529685063206
"869","WP35596251","PathWay_2",0.202712459726997,0.957529685063206
"870","WP72936478","PathWay_13",0.0762772517030571,0.885167745022273
"871","WP92579137","PathWay_22",0.650118035940074,0.973731147379828
"872","WS61479737","PathWay_7",0.709772472310823,0.985420162128434
"873","WU31687498","PathWay_11",0.881975795510754,0.994973021175806
"874","WU76772214","PathWay_9",0.609369500453701,0.973731147379828
"875","WU78568192","PathWay_15",0.569351006106503,0.973731147379828
"876","WV44214688","PathWay_9",0.266457312371285,0.957529685063206
"877","WV49162895","PathWay_24",0.156807587541016,0.906402240121479
"878","WV66627257","PathWay_20",0.53058270686942,0.973731147379828
"879","WX11224285","PathWay_18",0.248182810862406,0.957529685063206
"880","WY48825289","PathWay_25",0.15506242378545,0.906402240121479
"881","WY71839111","PathWay_20",0.0462935387553354,0.885167745022273
"882","XA14144983","PathWay_2",0.473308850140006,0.973731147379828
"883","XD45158872","PathWay_11",0.304203095637599,0.957529685063206
"884","XE59262864","PathWay_18",0.546136770774198,0.973731147379828
"885","XF11424924","PathWay_8",0.255509296625403,0.957529685063206
"886","XF33523713","PathWay_16",0.968749997512211,0.998029843981833
"887","XG18699956","PathWay_23",0.696766529910069,0.983198076746998
"888","XG61593138","PathWay_20",0.0592644286732876,0.885167745022273
"889","XG67866528","PathWay_11",0.30361184527618,0.957529685063206
"890","XI33567128","PathWay_3",0.510457861648584,0.973731147379828
"891","XI46383357","PathWay_12",0.693777478637702,0.982687646795612
"892","XI57525849","PathWay_22",0.897544050950104,0.995513378052901
"893","XJ64663839","PathWay_7",0.788862347607173,0.987380721307236
"894","XJ83794847","PathWay_23",0.387659174757084,0.970946353595147
"895","XK25293769","PathWay_19",0.252038644804643,0.957529685063206
"896","XK88494532","PathWay_24",0.577449728283634,0.973731147379828
"897","XK88728837","PathWay_1",0.231755704039941,0.957529685063206
"898","XK97521982","PathWay_24",0.65204188469985,0.973731147379828
"899","XL42587444","PathWay_20",0.669860255998996,0.980374455179809
"900","XL66687553","PathWay_3",0.842731026365237,0.989966166139412
"901","XM56654697","PathWay_17",0.848426186759413,0.989966166139412
"902","XO45834299","PathWay_15",0.46394447329852,0.973731147379828
"903","XO64196678","PathWay_23",0.471650686349001,0.973731147379828
"904","XO75991275","PathWay_21",0.305495375660952,0.957529685063206
"905","XP54833281","PathWay_7",0.894222045292733,0.995513378052901
"906","XQ58566912","PathWay_7",0.784176983848981,0.987380721307236
"907","XQ99128316","PathWay_9",0.298815142465084,0.957529685063206
"908","XR53432717","PathWay_3",0.872013369136027,0.992375676286582
"909","XR58124877","PathWay_20",0.739530897701977,0.986137011326797
"910","XS47913782","PathWay_9",0.772029561335754,0.987380721307236
"911","XS62566637","PathWay_12",0.359216402992459,0.960882582486145
"912","XS78961482","PathWay_7",0.546343580453114,0.973731147379828
"913","XT67392723","PathWay_2",0.374487415395962,0.970946353595147
"914","XU78819923","PathWay_7",0.16038793269002,0.912377857816053
"915","XV58613929","PathWay_3",0.555854303434884,0.973731147379828
"916","XW32996925","PathWay_15",0.334268956112331,0.960542977334284
"917","XW36911135","PathWay_11",0.953626549836025,0.998029843981833
"918","XW89433214","PathWay_9",0.232182297832852,0.957529685063206
"919","XY65645475","PathWay_10",0.984111632902724,0.998084820388158
"920","XY93765962","PathWay_1",0.828503937214705,0.989966166139412
"921","XZ34547845","PathWay_13",0.714362648134286,0.985420162128434
"922","XZ74337111","PathWay_7",0.886200467956081,0.994973021175806
"923","XZ76153431","PathWay_11",0.81797229776846,0.98908379415775
"924","YA69784619","PathWay_14",0.815001669729047,0.987880811792784
"925","YA71144211","PathWay_18",0.601690957900912,0.973731147379828
"926","YA79119116","PathWay_9",0.526077261287493,0.973731147379828
"927","YB92253823","PathWay_16",0.244311891439561,0.957529685063206
"928","YB92559356","PathWay_9",0.85153245533102,0.989966166139412
"929","YC45859134","PathWay_2",0.445592633718094,0.973731147379828
"930","YD24166338","PathWay_8",0.138154976772669,0.891795034859259
"931","YD34856522","PathWay_19",0.113985290479258,0.885167745022273
"932","YD98994499","PathWay_17",0.378633201122148,0.970946353595147
"933","YE42734252","PathWay_23",0.595189634948054,0.973731147379828
"934","YF52593619","PathWay_19",0.813630717672968,0.987880811792784
"935","YG66436954","PathWay_24",0.229792346321004,0.957529685063206
"936","YG94564771","PathWay_1",0.962035771007926,0.998029843981833
"937","YH24332941","PathWay_13",0.872280433895082,0.992375676286582
"938","YI26419233","PathWay_9",0.339073922480253,0.960549355468138
"939","YI32142219","PathWay_2",0.684826958276407,0.980415827767721
"940","YI75125759","PathWay_12",0.498906290834463,0.973731147379828
"941","YJ38475634","PathWay_7",0.987778998280988,0.998861848471631
"942","YJ45112187","PathWay_20",0.435131915011558,0.973731147379828
"943","YJ56236286","PathWay_20",0.181776760470878,0.957529685063206
"944","YJ79546279","PathWay_19",0.394850041380023,0.970946353595147
"945","YK15219841","PathWay_7",0.288625031114383,0.957529685063206
"946","YK65146814","PathWay_2",0.433014320267157,0.973731147379828
"947","YK71664866","PathWay_6",0.775834698456079,0.987380721307236
"948","YK77243473","PathWay_4",0.71973509920979,0.985420162128434
"949","YL96983967","PathWay_16",0.00892370783110646,0.743642319258872
"950","YO95844221","PathWay_24",0.493368823799031,0.973731147379828
"951","YP64574656","PathWay_4",0.839419667496133,0.989966166139412
"952","YQ37811682","PathWay_3",0.621332752990713,0.973731147379828
"953","YQ48351729","PathWay_6",0.118687831561982,0.885167745022273
"954","YR99559219","PathWay_16",0.700037030643862,0.983198076746998
"955","YS19783521","PathWay_7",0.412967470175752,0.973731147379828
"956","YT54553992","PathWay_17",0.0763225856388496,0.885167745022273
"957","YT67925987","PathWay_25",0.618809756774216,0.973731147379828
"958","YW68676123","PathWay_19",0.535472162887849,0.973731147379828
"959","YX16358191","PathWay_6",0.493858234610684,0.973731147379828
"960","YX59411391","PathWay_17",0.249338365311789,0.957529685063206
"961","YX68794825","PathWay_21",0.367702833139706,0.968372673653429
"962","YX92831954","PathWay_15",0.0285232791960692,0.885167745022273
"963","YZ13391195","PathWay_24",0.28008747236578,0.957529685063206
"964","YZ25562543","PathWay_23",0.311441267219363,0.957529685063206
"965","ZB69965339","PathWay_19",0.846348933251581,0.989966166139412
"966","ZD62467926","PathWay_1",0.518057697924711,0.973731147379828
"967","ZD97433971","PathWay_8",0.10717498698959,0.885167745022273
"968","ZE14316438","PathWay_23",0.929979558607665,0.995513378052901
"969","ZE82459428","PathWay_13",0.628793353303474,0.973731147379828
"970","ZE84795897","PathWay_13",0.106873728946809,0.885167745022273
"971","ZE92975448","PathWay_5",0.864815157604184,0.992375676286582
"972","ZF67945921","PathWay_8",0.669434365110071,0.980374455179809
"973","ZF95966686","PathWay_3",0.145090616984211,0.891795034859259
"974","ZG36938792","PathWay_12",0.995042170476952,0.998930476703642
"975","ZG89655925","PathWay_4",0.4976722310905,0.973731147379828
"976","ZH29678797","PathWay_25",0.71402528878516,0.985420162128434
"977","ZI93861839","PathWay_19",0.0729471343805782,0.885167745022273
"978","ZJ49492268","PathWay_9",0.293041121560216,0.957529685063206
"979","ZJ49966674","PathWay_12",0.373206459826351,0.970946353595147
"980","ZJ64587324","PathWay_24",0.448961225855444,0.973731147379828
"981","ZJ74948876","PathWay_25",0.463207206918451,0.973731147379828
"982","ZJ98936972","PathWay_8",0.443808210505054,0.973731147379828
"983","ZL18589164","PathWay_11",0.124554613443402,0.885167745022273
"984","ZM22692722","PathWay_22",0.35941268755297,0.960882582486145
"985","ZN35176783","PathWay_1",0.722867848374665,0.985420162128434
"986","ZN57226964","PathWay_7",0.294540199400839,0.957529685063206
"987","ZN63617329","PathWay_5",0.490978303047134,0.973731147379828
"988","ZN98155397","PathWay_22",0.254221241534696,0.957529685063206
"989","ZP69245429","PathWay_23",0.626271749950579,0.973731147379828
"990","ZQ27549737","PathWay_19",0.0779584083374428,0.885167745022273
"991","ZS67868394","PathWay_22",0.0704428157697678,0.885167745022273
"992","ZT16216475","PathWay_16",0.896456092875106,0.995513378052901
"993","ZT86451131","PathWay_18",0.321435685843895,0.957529685063206
"994","ZU26915934","PathWay_23",0.517826114806325,0.973731147379828
"995","ZV83696885","PathWay_8",0.697351754748311,0.983198076746998
"996","ZW39798472","PathWay_16",0.828348577169045,0.989966166139412
"997","ZW81682414","PathWay_6",0.337280136010594,0.960549355468138
"998","ZW94475232","PathWay_3",0.0716284950453305,0.885167745022273
"999","ZX86981965","PathWay_16",0.682410667676155,0.980415827767721
"1000","ZY89312565","PathWay_4",0.542794773042896,0.973731147379828
